Date,Ticker,Close,Open,High,Low,Adj Close,Volume
2015-01-02,KLAC,56.81005096435547,57.076766295076226,57.59402902760598,56.42210083182908,56.81005096435547,821000
2015-01-05,KLAC,55.5411262512207,56.38975732340865,56.616065108915436,55.50879656757688,55.5411262512207,1068300
2015-01-06,KLAC,53.90042495727539,55.41179889331615,55.61385475995311,53.75494448664655,53.90042495727539,1951500
2015-01-07,KLAC,54.797542572021484,53.973151347420014,54.8217882845825,53.754933768116366,54.797542572021484,1636600
2015-01-08,KLAC,55.71085739135742,55.26633190977274,56.12305318643984,55.1046896435186,55.71085739135742,1276100
2015-01-09,KLAC,55.90481948852539,56.00180853093378,56.21194837302389,55.23399248594365,55.90481948852539,714000
2015-01-12,KLAC,54.22371292114258,55.88057360132721,56.026054081373935,53.884260523118904,54.22371292114258,1532200
2015-01-13,KLAC,53.334678649902344,54.81372945680685,55.355237839796814,52.78508630360076,53.334678649902344,1473200
2015-01-14,KLAC,52.97905731201172,52.7042580926297,53.536727380489,52.46179472215242,52.97905731201172,1789400
2015-01-15,KLAC,54.045902252197266,54.35302493158703,55.84015306284945,53.633706581926674,54.045902252197266,3301400
2015-01-16,KLAC,54.821800231933594,53.93275563550415,54.95111278252503,53.71453184238839,54.821800231933594,1399200
2015-01-20,KLAC,55.69470977783203,55.16127906443766,55.81593842518642,54.57935689210153,55.69470977783203,1515100
2015-01-21,KLAC,56.098793029785156,55.34714496920201,56.519066513670445,55.34714496920201,56.098793029785156,1250100
2015-01-22,KLAC,57.34344482421875,56.16343946065345,57.488925275412,55.50878051341126,57.34344482421875,2274500
2015-01-23,KLAC,52.728511810302734,53.811534761382354,54.55509907629827,52.63152891390516,52.728511810302734,5466800
2015-01-26,KLAC,52.890159606933594,52.437550152954266,53.10029332408606,51.87179604330176,52.890159606933594,3084700
2015-01-27,KLAC,51.19286346435547,51.613139946382134,51.871771153302056,50.92614829796027,51.19286346435547,2535100
2015-01-28,KLAC,50.72410202026367,51.73438440901683,52.08192073680219,50.7079402645261,50.72410202026367,1700600
2015-01-29,KLAC,51.2332763671875,50.53820381046988,51.37875681315758,50.19875149195792,51.2332763671875,1281000
2015-01-30,KLAC,49.681495666503906,50.44122458747282,51.241367146800016,49.57642575640225,49.681495666503906,1631600
2015-02-02,KLAC,50.00479507446289,49.64109382470349,50.19068613920026,48.663143973339245,50.00479507446289,1434200
2015-02-03,KLAC,51.297935485839844,50.13409192324331,51.35451087200748,50.045186864086375,51.297935485839844,1482900
2015-02-04,KLAC,51.04739761352539,51.24945349437106,51.60507073473334,50.71602609226361,51.04739761352539,1512400
2015-02-05,KLAC,51.136287689208984,51.03930175813801,51.225192743993695,50.40080462207251,51.136287689208984,1298800
2015-02-06,KLAC,50.60288619995117,51.370699329295626,51.69398695845784,50.42507599987828,50.60288619995117,1663200
2015-02-09,KLAC,50.27958679199219,50.11794146380267,50.51397236371057,49.72999452602476,50.27958679199219,1788300
2015-02-10,KLAC,51.5727424621582,50.716024445268246,51.629317860307474,50.2957478567823,51.5727424621582,1269700
2015-02-11,KLAC,51.693973541259766,51.68589266295782,52.001096246780705,51.28986179734787,51.693973541259766,890900
2015-02-12,KLAC,52.027957916259766,51.80801783971646,52.08497907231692,51.351848591259206,52.027957916259766,869900
2015-02-13,KLAC,51.84060287475586,52.247898627206695,52.34565184513729,51.76728951501791,51.84060287475586,1419900
2015-02-17,KLAC,52.07683181762695,51.86503629977832,52.256042931588134,51.72655724438634,52.07683181762695,1068700
2015-02-18,KLAC,52.37008285522461,51.897618342610485,52.679625355813535,51.83245264522006,52.37008285522461,1014000
2015-02-19,KLAC,52.67148208618164,52.10126438616559,52.94029252071417,51.98722208913019,52.67148208618164,640100
2015-02-20,KLAC,52.92400360107422,52.58187670884595,53.10321470124306,52.29676475048329,52.92400360107422,995300
2015-02-23,KLAC,52.516719818115234,52.809973282210294,52.89143119671658,52.427114247706164,52.516719818115234,942100
2015-02-24,KLAC,53.9911003112793,52.68775571705536,54.05626909469981,52.52483997334134,53.9911003112793,1104800
2015-02-25,KLAC,53.665283203125,53.868931068336245,54.30066976304938,53.543099455869964,53.665283203125,922100
2015-02-26,KLAC,53.3638916015625,53.68158179352121,53.86079292023434,53.05434285002528,53.3638916015625,775600
2015-02-27,KLAC,52.915870666503906,53.32316647478812,53.42906114759931,52.826265091494115,52.915870666503906,941100
2015-03-02,KLAC,53.518653869628906,53.10321671963533,53.958533982715636,53.10321671963533,53.518653869628906,1370500
2015-03-03,KLAC,52.052391052246094,53.1928202409571,53.4290462749455,52.01165899681963,52.052391052246094,1288000
2015-03-04,KLAC,51.44144821166992,51.726553959027434,52.0523917623671,51.18077921196603,51.44144821166992,1052800
2015-03-05,KLAC,50.69202423095703,51.433302306716506,51.653242365337846,50.626858532524615,50.69202423095703,2591700
2015-03-06,KLAC,49.738956451416016,50.44765016272542,50.80606929211204,49.657495439678236,49.738956451416016,1478400
2015-03-09,KLAC,49.99148178100586,49.69822833034968,50.22771407263668,49.69822833034968,49.99148178100586,1178200
2015-03-10,KLAC,48.9976806640625,49.4294131708216,49.738958815296805,48.948804054696936,48.9976806640625,1545500
2015-03-11,KLAC,49.103572845458984,49.315368367935875,49.706371900870316,49.00582273908034,49.103572845458984,813000
2015-03-12,KLAC,49.20948028564453,48.9406666633757,49.25835690215725,48.50893098606445,49.20948028564453,1168300
2015-03-13,KLAC,49.45384979248047,49.176888554973175,49.738958685237385,48.94880392670365,49.45384979248047,1078400
2015-03-16,KLAC,50.43950271606445,49.690080049502356,50.529108275635984,49.57603774001855,50.43950271606445,1064400
2015-03-17,KLAC,49.99964141845703,50.04037038360399,50.23587065927776,49.76340907021545,49.99964141845703,809900
