Date,Ticker,Close,Open,High,Low,Adj Close,Volume
2015-01-02,GPI,79.73451232910156,80.67540769650326,81.24890777853673,78.2469917911233,79.73451232910156,139100
2015-01-05,GPI,78.80257415771484,79.32230391457745,79.6628242935492,78.25595581567524,78.80257415771484,187900
2015-01-06,GPI,76.37413787841797,79.17891122555132,80.0660428736662,75.54972573569998,76.37413787841797,204700
2015-01-07,GPI,76.87593841552734,77.1089248708188,77.46735715691933,75.69309409608574,76.87593841552734,262500
2015-01-08,GPI,77.57489013671875,78.06774477995982,78.99072089670442,77.10892406764701,77.57489013671875,333100
2015-01-09,GPI,75.24505615234375,77.35983971628261,77.40464033922409,75.09272172835743,75.24505615234375,264100
2015-01-12,GPI,75.32569122314453,75.37946153474896,75.80958300763899,74.52816777369742,75.32569122314453,226000
2015-01-13,GPI,73.8740234375,76.06048909242335,76.45477281035635,73.33636133607952,73.8740234375,253700
2015-01-14,GPI,72.5298843383789,72.66429303167429,72.93312409158075,71.02444544354998,72.5298843383789,161600
2015-01-15,GPI,70.02082824707031,72.72703764199154,72.77183826791659,69.87745667278767,70.02082824707031,279500
2015-01-16,GPI,72.76285552978516,69.60860655403671,72.83454471567097,69.60860655403671,72.76285552978516,214600
2015-01-20,GPI,71.09613800048828,72.66430345604219,72.66430345604219,70.4509556701395,71.09613800048828,225100
2015-01-21,GPI,69.60861206054688,70.14626732390856,70.78249351649661,68.99030474751926,69.60861206054688,601900
2015-01-22,GPI,70.0566635131836,70.1552344484044,70.71977148376702,69.69822437025866,70.0566635131836,448600
2015-01-23,GPI,70.56742858886719,69.86847610432832,71.64273905174896,69.84159436825486,70.56742858886719,597800
2015-01-26,GPI,73.90987396240234,71.02444871149584,74.36687721394978,71.01548585264446,73.90987396240234,478400
2015-01-27,GPI,73.8292007446289,73.04064030818496,74.18763979270568,72.14454610632113,73.8292007446289,194400
2015-01-28,GPI,72.18936920166016,74.04428450386462,74.72531822368924,71.78612941987332,72.18936920166016,228500
2015-01-29,GPI,73.91883087158203,72.1804122497551,74.04428355037392,72.1804122497551,73.91883087158203,203300
2015-01-30,GPI,72.03704833984375,73.82027477841753,74.16079512075336,71.71445371903064,72.03704833984375,459000
2015-02-02,GPI,72.99583435058594,72.20727389807652,73.41699972790741,70.65702788913993,72.99583435058594,285500
2015-02-03,GPI,74.15184020996094,74.86871874121685,76.16805338787529,73.19301910548587,74.15184020996094,820500
2015-02-04,GPI,73.91883087158203,74.22350654626109,74.84180708126165,73.06754386025727,73.91883087158203,497300
2015-02-05,GPI,75.97090148925781,78.83840840165682,80.11086113297503,74.6984487579396,75.97090148925781,626300
2015-02-06,GPI,76.38310241699219,76.40998416134747,77.51218353652878,75.82752813589174,76.38310241699219,242400
2015-02-09,GPI,76.17701721191406,76.22181784777078,76.79531794535619,75.07481765259998,76.17701721191406,216000
2015-02-10,GPI,76.41893005371094,76.90282185464096,76.90282185464096,75.32569378160879,76.41893005371094,130200
2015-02-11,GPI,75.55868530273438,76.57126959083897,76.75049258651559,75.19129012574919,75.55868530273438,172000
2015-02-12,GPI,76.23973846435547,75.84545460992982,76.26662021140086,74.5013125643805,76.23973846435547,193600
2015-02-13,GPI,75.57662963867188,76.26662644027039,76.86700829551857,75.1554708394638,75.57662963867188,238800
2015-02-17,GPI,74.60883331298828,75.63038054163262,75.64829942430235,74.49233664732927,74.60883331298828,205300
2015-02-18,GPI,74.88660430908203,74.24141528534449,75.5049115962734,74.14284436023695,74.88660430908203,163600
2015-02-19,GPI,74.79702758789062,74.88663569281691,76.02467298236718,74.52819643645158,74.79702758789062,200000
2015-02-20,GPI,74.99414825439453,74.456486103983,75.04791173477238,74.08012806802152,74.99414825439453,165100
2015-02-23,GPI,75.01205444335938,75.0837436295053,75.42425700871287,74.39374717700059,75.01205444335938,186500
2015-02-24,GPI,74.01737976074219,75.15542322646886,75.4421730978087,73.62310296056003,74.01737976074219,213400
2015-02-25,GPI,73.89197540283203,74.11599909984643,74.69846207941602,73.07653270076314,73.89197540283203,236500
2015-02-26,GPI,74.07160949707031,74.07160949707031,74.7902308201868,73.32604107366109,74.07160949707031,269800
2015-02-27,GPI,73.06555938720703,73.97281749377737,74.51178019499288,73.04759693358896,73.06555938720703,349400
2015-03-02,GPI,72.26608276367188,73.20927245066783,73.42485611933387,71.77203657075883,72.26608276367188,458900
2015-03-03,GPI,73.21823120117188,72.23911010688589,74.31412531357613,72.23911010688589,73.21823120117188,343900
2015-03-04,GPI,70.93663787841797,72.67030548177617,72.70623723327301,70.77494842332256,70.93663787841797,192200
2015-03-05,GPI,69.42753601074219,71.24204484780829,71.24204484780829,69.37364181213329,69.42753601074219,239100
2015-03-06,GPI,67.98133087158203,68.72689943492001,69.43653624003038,67.89150490265409,67.98133087158203,175200
2015-03-09,GPI,68.16098022460938,68.12504846774439,68.45741207878409,66.87644904313412,68.16098022460938,199300
2015-03-10,GPI,68.55620574951172,67.59505376413955,68.96941057139058,67.41540187750707,68.55620574951172,305400
2015-03-11,GPI,69.08618927001953,68.48434106832816,69.63412957074978,68.48434106832816,69.08618927001953,277300
2015-03-12,GPI,70.34378814697266,69.38263587782946,70.53242473961397,69.38263587782946,70.34378814697266,290400
2015-03-13,GPI,71.90677642822266,70.88274547113751,72.3828601543593,70.82884441588813,71.90677642822266,681000
2015-03-16,GPI,71.6732177734375,72.23912740901574,72.45471790633357,71.36780132887748,71.6732177734375,242600
2015-03-17,GPI,71.6732177734375,71.56542252477858,72.17624856061816,71.11628593528714,71.6732177734375,232000
2015-03-18,GPI,72.23015594482422,71.3049287325911,72.23913374303929,70.25395066581729,72.23015594482422,177500
2015-03-19,GPI,74.15245819091797,72.18523761586158,74.31414764713193,72.11337411237074,74.15245819091797,270600
2015-03-20,GPI,73.94586181640625,74.48482445515614,74.48482445515614,72.54455758500016,73.94586181640625,313500
2015-03-23,GPI,74.57463836669922,73.99076626683286,75.03275961957219,73.66738736519085,74.57463836669922,272300
2015-03-24,GPI,77.0808334350586,75.00582420402145,77.404212387075,74.25127788483766,77.0808334350586,476100
2015-03-25,GPI,75.36511993408203,77.06285566811846,77.20657581085067,75.27529398821436,75.36511993408203,388200
2015-03-26,GPI,74.8441390991211,75.32920755547507,76.03884436088464,74.03569167186448,74.8441390991211,350000
2015-03-27,GPI,76.54187774658203,74.6375356177852,77.16168860308261,74.45788367404012,76.54187774658203,217000
2015-03-30,GPI,77.63774871826172,76.85624860967862,77.84435455844356,75.7154447233049,77.63774871826172,237700
2015-03-31,GPI,77.54792785644531,77.48504900588274,78.44620106635679,76.90117004878414,77.54792785644531,374600
2015-04-01,GPI,76.7125473022461,77.0359262642718,77.70064664031041,75.79630462541263,76.7125473022461,164600
2015-04-02,GPI,77.82640838623047,77.14371866964044,78.39231817238138,77.14371866964044,77.82640838623047,161500
2015-04-06,GPI,77.91620635986328,77.16166024945863,78.32941116126771,76.82031208717856,77.91620635986328,160500
2015-04-07,GPI,76.64066314697266,77.70961036429695,77.79943630660519,76.58676895224374,76.64066314697266,145200
2015-04-08,GPI,77.1706771850586,76.92813951004439,77.22457140026944,76.23647195280199,77.1706771850586,131200
2015-04-09,GPI,77.01792907714844,77.22453489325731,77.56587618369865,75.886109973079,77.01792907714844,122100
2015-04-10,GPI,77.64674377441406,77.2515013419402,77.98808515037165,77.14370608218883,77.64674377441406,168900
2015-04-13,GPI,77.24250793457031,77.63775032224193,77.63775032224193,76.55982526003989,77.24250793457031,138300
2015-04-14,GPI,76.78438568115234,77.1167423337327,77.17064337861362,76.03881738203042,76.78438568115234,188500
2015-04-15,GPI,76.95506286621094,76.9999792672121,77.4491158641013,76.59575221804344,76.95506286621094,118900
2015-04-16,GPI,76.80237579345703,76.92813352134748,77.24252784107362,76.25442847052769,76.80237579345703,122400
2015-04-17,GPI,75.1495361328125,76.12865059125525,76.62270357239265,74.78124084627729,75.1495361328125,187100
2015-04-20,GPI,76.8921890258789,75.48190029390548,76.97303718229169,74.88904351109628,76.8921890258789,119000
2015-04-21,GPI,77.20659637451172,77.47608113717129,77.74556589983085,76.41611824574305,77.20659637451172,154800
2015-04-22,GPI,78.1856918334961,77.7994341244525,78.45516965286237,77.40419176544607,78.1856918334961,286300
2015-04-23,GPI,77.8713150024414,78.14977753393755,78.83246716464708,77.13473116648268,77.8713150024414,299700
2015-04-24,GPI,77.73655700683594,77.92519354056357,77.92519354056357,76.6676097957659,77.73655700683594,125300
2015-04-27,GPI,76.80237579345703,77.7006491945501,78.3204600343546,76.3532390929105,76.80237579345703,321600
2015-04-28,GPI,75.18547821044922,75.26632637732976,77.67369927930719,74.2063635282513,75.18547821044922,332000
2015-04-29,GPI,72.55351257324219,75.06867990101335,75.40104340283328,71.75405009223714,72.55351257324219,489900
2015-04-30,GPI,70.94561767578125,72.7601264559049,73.18231594050722,70.50545889001945,70.94561767578125,577000
2015-05-01,GPI,72.63436126708984,71.08933048423832,72.7511342994571,69.97547379208383,72.63436126708984,276600
